alpha	beta
351957404	580346204
352089689	222510794
352520233	616281062
352600454	283671572
353034110	581091206
353346793	510028358
353382244	430811456
353458891	308308892
353495656	190088906
353676677	427310726
354127952	364993340
354183536	340150640
354249904	463812440
354413152	330680228
354451618	291278552
354477247	468613112
354537476	509759798
354556328	412894670
355205221	245923646
355416512	530188916
355470239	359214386
355533758	556636280
355542958	417454358
355834295	580966844
356136868	620736080
356158126	301372286
356253983	411841238
356279287	596370992
356816030	372478658
356977382	650307632
357018592	585986198
357080645	252916592
357143542	431476934
357693988	535004150
357867713	297951242
357960373	564719486
358116689	649968746
358148374	651998930
358301128	229395038
358462288	263307056
358568089	376675862
358609486	347459810
358647983	654242522
358790653	664989692
358895572	258493154
359321639	188736116
359569174	555562310
359633702	271117346
360207863	348235340
360283717	517806032
360329651	200939828
360391834	515790212
360665336	411212714
360775169	355396136
361257658	489862778
361373693	409516718
361614668	569249168
361765372	433352048
361922191	659508314
362145908	572157554
362232073	602958470
362566507	661541648
362637359	455918900
362859346	263085170
363574009	423346064
364465841	512622662
364521449	235511114
365134327	610730384
365142404	576373082
365301646	547620836
365351710	211693154
365679952	619582640
365752718	348361646
365920597	444976376
365934170	298336658
366064384	599447462
366303820	642308648
366585068	291150572
366596761	583873808
366630907	331391570
366944119	315331070
367322464	563945882
367364365	629314970
367365778	400709858
367786168	664846808
367855603	526853498
367980104	469732838
368307508	249118664
368381342	348277802
368600155	347241362
368661344	584948408
368763971	301346816
368840465	572161208
369223994	332378456
369464342	584247938
369694141	288443156
369720070	491400032
369731200	259307204
369820052	208450796
370245386	517018226
370471613	563097920
370501003	200134706
370512529	476111390
370666475	279765806
370737676	323602790
370983220	505007186
371007233	500464022
371026151	387030704
371088259	300433604
371100425	459443264
371103566	579371414
371104375	460923584
371130883	628355336
371239937	623845220
371412956	646652012
371458315	629646350
371477353	267185048
371641204	190627412
371924186	649465790
371949769	527952848
371952962	618448298
372101033	196967678
372108947	463308530
372180608	334877324
372367216	245495876
372516050	477888458
372770414	234757256
372771026	672437534
372816703	658670738
372997889	207111668
373185259	361164776
373410092	361063886
373506628	656705012
373846622	346792334
374164042	484197242
374481809	474922688
374646038	352352174
374707000	269852108
374714228	192493004
375069838	254343938
375081311	513998402
375158216	279145094
375356035	480134390
375363448	301680248
375907564	229878392
376051945	323535614
376787678	468167792
377100311	643518158
377336668	245251472
377497979	480998624
377655164	361635242
377874190	221770832
377944090	319305236
378288742	638740598
378326930	215667896
378374083	338658080
378536489	590591642
378656806	271112630
379071640	241017350
379755107	527602370
379835209	277498796
379886665	434805332
379934747	659947982
380327362	662931140
380343347	440572712
380345690	400474994
380434793	441460634
380621489	477722228
380796752	199314644
380916011	599331344
381415109	317041034
381504101	500848574
381688441	439903652
381805025	265415666
381911405	431570390
381954557	635953046
382091320	230647424
382118950	616772732
382128451	679383068
382140886	499905752
382420154	434515406
382449202	203842958
382833223	538902698
382842241	460654718
383034320	314012210
383236577	611049290
383250247	530550176
384257971	294973988
384323737	212542196
384363232	228152696
384383068	454029296
384768694	623134976
384799333	491873000
385049716	358345706
385095745	592750796
385133512	478742198
385419032	333201038
385582003	316382936
385915232	568992272
386442520	679549694
386679760	679888634
387120943	402650924
387435437	437594018
387459644	262979294
387470453	396223232
387960397	297345380
388211461	532837112
388377053	306991004
388730209	417268472
388806016	290168222
388806217	681313154
389237294	293375840
389265838	336758198
389317265	396754394
389506799	493816802
389625449	541567652
389809097	356592452
389879716	247120772
390007775	234963266
390376300	505563404
390480548	376961972
390873301	387726548
390883967	651918056
391047589	273092666
391648225	363963038
391858162	604485608
391940134	367539692
392128441	279609962
392177380	436461440
392187565	304544678
392557777	485035700
392757106	412153340
392825537	298968476
392880346	257679248
392979052	258928682
393236053	389118020
393332633	345956936
393479182	281691626
393485501	611019932
393593402	419832896
393704258	203964566
394226206	492844568
394555399	527125334
394690940	286062098
394895515	471133274
395252876	469020416
395345939	214677302
395351582	335168564
395446946	553237016
395550016	492776204
395853301	273471332
396251554	596995466
396390796	676556492
396603842	271854158
396653149	439209860
397550095	466101986
397637033	304386134
398045759	410542016
398384581	575231720
398390470	659857640
398473324	635426996
398650415	363854372
398722579	556219040
398763148	378611060
398789008	403516688
398954176	339902816
399074900	356904212
399102197	601747160
399118484	614566220
399157502	671472662
399237529	325401098
399368281	606166574
399393383	532680242
399403325	340877822
399639413	404501936
399659741	383499590
399824816	544722260
399847094	219057296
400005311	394213424
400384939	402796562
400752431	271175180
400944721	317692094
401641403	335288372
401865755	457828394
402033818	463608338
402182543	673401722
402228769	647288402
402443554	328148654
402701594	338705564
403014526	469196996
403140659	491205704
403788281	568398614
403845622	627180836
404023679	535711928
404234650	306391424
404243989	420318770
404302559	411615626
404359177	319766936
404454281	339767726
404483371	245835194
405053680	655196198
405581432	609654668
405589852	591612152
405654035	629660912
405702070	217185314
406055459	229869896
406080970	494952584
406094977	545656118
406409662	288661694
406422851	435176510
406430236	367094012
406577503	678826382
406598126	670356428
406757552	400780220
406960184	633044246
407132185	472473680
407185378	208249106
407271326	312431234
407603803	661211276
407796991	363330752
407925727	540670514
408499064	669647930
408499630	407543072
408561460	376406942
408646957	592485584
409254304	485209148
409507672	592602674
410033360	245597774
410044166	345913790
410132477	652611182
410168756	347861210
410647213	368966804
410658115	616558928
410860193	448266200
410932474	603935168
411364541	365236484
411453139	273361586
411692078	398204042
411792746	614971580
411906364	649706288
411965905	374291222
412205758	406589630
412333445	275674586
412853368	456206108
413215268	439481066
413387021	606815438
413751287	499163684
413826104	579291224
414281041	207314924
414572641	363225056
414635488	259644038
414929189	349284272
415484219	405946724
416156615	435613280
416348578	341454128
416549513	446610254
416602663	546379250
416690114	331197260
416835530	324582890
417005009	671706500
417036961	326935166
417065926	478204862
417220843	499660826
417749113	380257718
417830353	310061858
418015397	308553836
418357777	690881954
418380425	480912908
418467964	329874674
418670179	385168262
418703449	236912954
419144947	213491048
419166848	514985540
419184835	275392472
419227246	651539066
419290981	317659496
419537707	507849026
419575009	668269328
419634187	538574072
419694868	254533190
419699066	586647554
419701154	608349254
419709181	446994068
420546275	382326638
420758474	433882274
420866551	290177222
420953311	648072626
421019588	618230660
421027204	551717438
421065260	403690172
421085024	365760734
421180094	509761850
421186054	411210230
421261333	685428332
421546408	277856528
421608796	212193932
421656539	261090464
421842704	502292246
422060339	440089592
422157583	402228284
422415815	408533144
422462059	333956750
422837141	427576208
422986654	684756734
423198518	415456484
423351386	537714842
423501995	456353222
423824980	483340802
423907342	383565650
423942371	535969850
424317788	449935772
424386370	395928374
424412738	218786018
424632671	315664214
425006819	212945234
425062567	272713082
425119006	678770096
425284207	349796444
425580590	400837676
425815297	383375750
425936749	660382898
426095177	269928104
426280910	418404362
426376112	441260654
427000304	496372802
427029554	596303924
427229545	704958350
427248068	265879490
427495706	695391890
427566154	317012396
428059088	270314204
428092106	573343070
428377010	237385472
428379799	564495476
428447911	347944874
428526935	590800100
428623387	656547134
428654290	563391968
428992465	325834322
429067183	658739678
429415847	488642846
429676051	360654404
430137605	358833110
430261505	631589054
430266163	639812876
430433645	632871482
430632401	650375474
430672333	475517138
431459086	380132978
431801792	324047300
431917501	254668550
431981461	260058182
431995916	570935966
432564227	426817202
432693520	533129576
432759550	349718702
433621060	443978798
433818667	397379426
433912546	459975056
434049850	670113446
434076034	596294348
434641811	335946254
434781053	332771756
435418561	369128498
435777256	380990390
435911972	294541502
436043185	316365620
436234937	361236794
436279661	580994888
436523293	548472452
436569293	699372644
436964959	314522654
437358098	237392672
437447527	644076374
437718992	499744724
437850095	356598896
437962313	645126548
438148612	561279092
438371326	580041914
439256848	259338434
439510021	510340784
439969598	274856450
440032540	527521136
440208061	289314482
440959057	342772538
441108688	351430916
441125981	614586290
441227135	448502594
441392755	458819420
441510541	437622890
441848845	426649154
442048513	296858696
442308395	324519620
442317622	525716366
442362802	581970326
442538431	313582136
443175242	483512324
443308880	552187508
443317930	356289818
443353138	228530066
443581517	659111180
443643322	513400100
443719907	495228686
443781215	240591902
443852071	469839110
444046513	640245992
444078796	502626668
444102134	455068310
444187106	225196484
444370177	260777696
444452002	284278424
444626057	370905062
444641660	467297276
444881752	538491200
445157419	494152214
445407671	686417522
445453517	555470294
445460477	558110228
445527658	533889770
445688429	261130784
445724554	319303490
445730608	610616228
445775315	368453300
445787147	482807030
446017060	517324316
446923985	314766284
447256232	452366150
447363659	339324332
447623233	562351460
447809717	485821490
447837161	318671546
448301993	535988354
448369174	517219196
448400335	681310274
448662164	389208092
448822384	387308030
449336318	610576412
449491610	298792832
449796845	635632484
450252968	483811106
450517766	693642398
450971632	409495208
451040645	253986494
451075532	478668704
451103377	608378810
451174577	687479000
451288433	493362050
451566679	267843200
451589567	234671486
451674433	298235480
451749232	482805158
451795816	252935420
451871038	462675110
452570608	501575306
452613176	664179152
452965901	247710020
452995988	381417710
453018133	690028880
453812861	285257930
453927856	390580070
453986960	469306454
454248367	277286090
454368230	339984014
454463917	704309306
454698421	713619914
454701047	429899126
454766666	265286570
454936915	373453142
455048770	290411402
455081443	293715932
455234423	324525830
455303041	714404408
455312138	513747428
455492956	548110310
455560628	513655448
455586566	645140858
455701375	643300196
455835364	531822992
456946108	417471386
457045601	625103402
457113005	405281408
457166176	294171116
457221229	572329310
457227196	336057728
457313801	559756094
457318795	369566546
457431658	558122396
457589779	588643502
457666433	521832092
457731836	690290546
457778045	293996300
457908596	325492034
458491427	522677642
458512055	503345444
458700014	394179188
458720836	310746920
458721595	296794058
458725582	312697130
458776100	467937158
459188179	249623276
459230392	554659502
459414875	441293954
459452149	348910736
459483787	503315006
459739976	471507098
459966169	692512808
460199006	243925016
460269556	433736528
460566416	543001424
460739030	542537024
460869323	513739778
461055938	523407290
461212268	235070510
461264023	406160996
461569336	334328018
461653714	692524868
461666477	522571244
461686670	640356440
462062816	345077492
462086360	512392316
462207400	466268540
462412751	718538918
462541468	424718384
462840353	568073318
462842605	661134434
462975995	663231812
463174033	612471632
463228922	528045458
463620763	669768944
463671307	699792746
464209798	337232462
464312297	558681368
464374927	503630636
464405164	373288658
464466326	627474110
464506250	345414398
464596420	687685028
464657228	394889252
464665772	566934692
464846027	595878746
464937608	274399106
465359698	317722874
465674939	645623474
465771443	441546512
465903848	416644466
466027838	604089500
466250872	619254860
466426148	343710212
466500836	716979542
466846958	299066486
467012863	641752088
467044928	348640772
467660500	398868890
467812301	246931754
468221326	700309220
468377927	243723362
468652843	455178488
468921233	620728448
469023818	497191820
469592290	305593358
469806824	425756822
470078522	278012408
470491003	312713924
470548430	341001536
470818636	241525022
470844127	339798110
471282317	593409182
471768337	475761632
471838673	526719092
472045072	521126978
472267478	583150514
472308809	444805160
472458436	705639200
472538981	571151660
472646932	285971540
472834090	544695656
473066605	669692102
473130769	648092534
473329679	635072504
473429521	672196298
473499883	632026112
473525627	563207594
473782921	495927914
473814796	424081850
473908850	374162810
474027739	682155572
474029632	267456164
474119644	474926126
474295942	717576674
474328396	686303438
474419209	612011264
474439159	662228960
474500569	492148886
474504467	688792172
474548263	340530836
474704065	723038612
475583228	583699190
475604201	613632128
475957825	469613354
476272939	718983806
476426194	414977882
476431183	623967512
476439026	593237984
476467295	693992660
476957423	476745764
477011500	458358782
477038735	253428962
477284803	410092322
477612152	333904334
477673594	550380128
477869195	692248928
478009771	635356958
478047896	397636232
478086182	282944480
478492639	362611382
478926092	295703528
479002636	342452552
479155537	340032272
480269240	692538674
480551902	459473558
480573352	309862976
480604718	628179584
480722765	427200764
480881207	722945894
480981251	522521546
481048600	308650262
481627835	724143938
481718776	670529984
482176240	600567008
482377909	244974182
482871377	364182134
482981684	366724796
483120700	466351178
483499723	421590074
483506620	489655112
484020169	666657590
484086434	544386758
484094615	425903072
484351607	242719412
484454815	469908608
484610783	260488076
484630294	513936392
484757921	564708254
484782187	704185934
484995437	303888218
485001476	257856062
485099509	268023452
485288969	580333082
485544158	556351520
485618398	666215006
485641816	378202226
485652454	624360020
485676758	267467324
485793707	349084670
485937890	516776306
486028562	261989366
486337702	566584574
486623813	694782878
486715885	560404328
486783982	703851314
486880042	459971654
487027349	472970390
487171858	617538236
487473407	529598894
487821601	613806566
487934414	506481674
488314690	284820800
488754292	544535564
488770034	602958506
489005696	437729990
489291067	264361352
489630451	288570920
489641002	308033708
490088741	390457508
490946221	672324332
491190982	443107184
491549669	710893472
491734234	518046602
491950751	285037412
491959637	320284076
492043276	549485492
492338773	348887552
492618407	574936628
492810092	629043602
493585331	619730726
493615804	568730570
493969489	412180970
493996775	306546206
494021038	280811696
494102125	288503870
494102999	386565008
494393153	476530268
494446390	449555936
494524346	402808028
494685859	277405016
494877671	270286286
495221815	483004814
496098425	569778584
496164751	264849782
496381429	603337460
496416346	300425990
496418189	615466166
496681300	654761552
496870279	472128314
496989008	377898566
497040338	320580950
497313521	257437292
497343154	316914278
497384699	736171070
497415869	557800880
497482117	594176900
497526578	725766314
497677331	688682048
497972824	417040754
498084310	521297510
498175978	444520130
498363289	508611488
499397834	461115986
499407589	672928808
499908578	278428748
500141807	439627604
500513536	276128114
500675522	569300864
500921497	590357912
501054128	326336702
501306553	488671898
501689954	303577538
501809602	393873926
502054850	684130316
502313501	542037506
502395754	552484292
502454879	418619858
502521691	732794234
502576226	493638926
502640768	296938238
502759835	661039664
502859050	441283874
503032133	622067990
503088904	441424778
503898548	727196216
504573605	407661620
504672737	465960632
504744542	464214272
504821392	547802348
504825188	302638748
505007924	600175220
505133536	636096344
505149937	666258602
505405975	467419784
505414210	372111782
505431572	354082748
505743211	655016864
505801864	629487572
505887833	440195072
505957418	613717916
506187817	448809458
506215888	278216762
506308912	486045842
506434415	441051548
506436647	657242528
506981342	586788512
506987342	361348610
507477857	518280620
507746416	735477188
508250354	716350442
508452787	404708558
508606744	735094436
508762817	304521764
508916936	701538674
508976693	585078980
509794559	485780720
509892301	734006174
509935130	478011146
510264389	567658616
510326308	685430456
510340217	690596240
510417901	365907416
510470473	714882920
510496450	296145644
511139195	556512440
511149776	303827288
511594480	628195226
511869197	566399714
512053609	606599978
512159507	655861154
512314931	519571040
512377544	409665812
513285403	492563642
513386461	608941652
513405575	690326006
513959734	394968236
514127146	478077800
514328078	656043224
514436614	698065196
514500037	265810892
514503257	424799186
514874014	424807394
515098597	557141846
515161486	551148584
515204813	594710672
515403485	383023940
515463436	501314234
515953729	740176754
516049640	387640940
516055162	745961324
516327905	367041164
516411524	290012000
516486196	734566658
516542833	660070418
516606791	654332828
516672814	485945672
516960049	655109258
516973120	580786736
517091366	693172922
517328681	365077472
517404335	534593300
517709126	637566170
517899491	356519696
517932164	507847496
518503651	376189664
518758498	735357974
518780008	748365548
519009392	604707962
519023827	433378526
519042338	352758272
519140348	485555126
519346912	692603852
519371168	605238764
519409996	470130782
519634438	321745208
520033327	620170844
520067485	519829052
520577581	748431194
520635928	352602428
520740341	642349166
520887994	521455298
520985993	369356540
521019953	553720874
521177953	471493346
521296643	750112052
521370515	729239342
521531263	305415176
521542418	332820464
521720438	537734552
521733895	560280128
521866727	403747646
522038906	501281870
522108862	441867092
522108937	600163574
522293044	650589746
522309155	624898832
522314039	336922376
522319243	748408478
522499708	601235096
522819755	716960300
522874156	504079538
523029941	483664100
523141919	582774530
523347715	418840412
523377614	304878398
524203415	679715618
524368490	317633882
524380136	685923134
524696504	716628992
524784344	290659154
524811415	738839894
524835176	741096320
524981810	449955662
524993551	371737310
525007504	554769410
525093514	269494700
525159092	527851382
525233180	325483664
525290243	499420220
525376904	464342072
525433673	632727140
525678811	319849178
525697922	532739660
525712283	522698198
525943603	520527146
526263517	644068904
526331363	751365896
526452173	422334572
526516379	664612394
526680004	529953296
526885051	275450738
526891127	677483060
526914368	646375064
527093467	518120816
527126359	570697682
527393941	691485674
527725334	604882364
527751151	633759944
527835146	454387604
527960338	527571464
528029612	587362586
528567809	304213028
528614645	671857556
528678683	720325814
529017641	492828134
529221953	486786254
529352192	358695806
529361228	388826942
529507465	534509672
529624561	754018466
529709948	528009746
529913303	534108398
530068337	331902626
530278417	436578548
530483186	355810838
530525417	491112194
530658017	726851318
530962921	425144516
531046568	708562310
531218924	558513914
531295775	331284596
531334099	286568006
531399959	555354734
531513284	734736452
531514493	641260202
531538828	602681900
531654242	512611772
531819022	401984150
531940159	494738474
531949205	468108464
532320548	374583290
532806887	482515844
533070406	379305194
533631638	539893724
533675663	724479152
533684639	376778750
534082678	360182138
534163808	707627084
534195736	546693908
534219814	722365808
534362284	608130590
534889586	351881132
534914389	717449360
535045096	491700452
535322780	573367262
535462031	510813194
535647110	727668050
535989421	489427952
536255273	421664324
536545700	390360614
536721019	395404016
536785919	504834062
537038165	333666698
537092246	716301770
537262162	557815190
537344207	536730872
537634021	508273628
537800959	612991598
538005046	653117090
538098641	606493220
538158698	269314394
538421230	327113708
538494712	456553508
538967237	714430940
539248490	612961178
539474042	283050968
539604109	634398494
539667065	464037098
540068749	690858842
540151306	285930140
540208819	679863434
540261193	762300500
540407752	438901970
540500246	518020862
540523843	603244022
540525487	758119298
540534059	685567526
540631816	417960896
541102430	515704784
541242850	300825572
541435022	732448436
541579264	755697902
541709213	342760082
541940624	272715008
542029420	657352220
542056387	500953190
542131774	733541882
542175401	340305872
542432554	280506884
542569195	517775612
542606519	615478658
542796857	462704324
542804017	430517120
542809436	319106066
542960786	452316128
542977043	350608136
543146272	585809492
543408329	637787534
543791593	583525598
544160840	746443904
544204757	488288282
544281232	760998524
544312561	539399660
544462621	576983426
544723609	551953994
545045081	627774476
545118368	673877048
545278277	733206434
546013105	329140400
546063335	723994934
546113546	336057674
546149933	629062682
546257966	384195650
547032691	443296022
547047344	506856452
547135072	704389388
547280788	438630044
547408019	638619620
548020279	707514080
548596865	435579368
548617858	475455308
548663459	402427616
548745625	364818056
548968363	600815192
549428836	513798098
549694277	641879708
550084660	730898474
550105523	583224548
550230796	725244116
550240490	700924370
550591420	374390096
550626898	637446326
550628299	288522086
550974502	710284298
551177279	599378576
551183929	347905688
551714212	475193444
551928385	541140818
552155513	483358496
552187820	348409490
552309394	404844152
552310640	513308624
552435818	669494336
552462752	608115686
552784591	481207946
553038139	585294962
553163638	717538028
553291025	283429022
553414867	366760418
553590209	304084706
553690951	698469980
554056046	707822816
554056786	576787640
554096108	758554484
554364220	311025290
554716450	290987600
554743318	441233780
555001385	744867446
555163232	289902632
555188575	398734952
555202967	703159610
555240224	567244652
555243986	325112198
555382241	701259026
555812417	328385498
555926609	287719772
555975841	339911492
556165480	411806354
556271120	722588756
556331986	496558634
556366222	596423732
556471220	617247068
556503056	534353216
556667254	358074896
556767659	552626690
556840946	306663242
557021476	650732594
557112404	394077758
557138323	672580508
557213383	637687760
557233303	519973394
557377328	761277416
557421151	620580362
557459503	559250726
558284167	439062512
558302549	529693682
558328012	717470312
558540626	665960450
558669683	494442860
558859996	521304908
558995633	390499790
559049756	359432024
559151176	464287964
559179229	414996638
559194767	329112878
559202686	568307048
559264481	635615924
559953487	501577286
559996120	447380348
560223944	334724432
560309734	728427866
560411192	660918632
560621149	366970478
560621377	526720136
560820661	302393462
561114856	437097704
561346039	297242060
561361763	404456810
561741346	570348626
562008604	508781912
562009637	698773460
562117495	436644716
562154342	487879916
562242353	359280464
562499920	648638852
562592506	770452286
562721009	536269676
563166841	725772524
563508125	526795970
563517832	305542526
563524378	662242604
563676635	455632358
563700407	773429324
563872028	435247394
564279265	561343424
564372601	706460000
564429797	573666548
564763901	393899378
565106350	388757426
565224212	681547658
565243487	294110258
565263491	435221564
565332211	343749380
565599560	652134578
565712539	567627962
565755731	356847566
565832969	718342412
565859320	321521144
565941323	468948182
565945195	395087594
566146079	745878164
566402675	398036876
566441822	353451866
566687096	607526924
566838785	594769460
567141232	412945844
567226415	519326438
567330352	412507760
567371957	722426180
567704567	450323780
567782284	768166196
567832163	691773944
567835255	661127252
567968321	592396970
568125089	665510072
568338548	730054652
568462327	712404788
568488848	694695218
568527899	584996936
568535479	439332458
568598948	614223968
568657766	362050934
568797886	359027582
569290138	617522720
569323010	606786980
569569967	316422284
569571796	736338128
569716559	356575298
569851504	717877562
569887616	438521360
569967719	675288032
570814019	522603482
570814546	708391112
570848780	638744360
571080788	665110778
571357378	686327792
571595251	460732784
571674032	305531672
571829189	436180640
571844404	475382066
571901759	778885322
572016113	523960196
572025805	466948166
572490550	348808028
572639996	489410402
572982511	517290386
573141646	749458976
573456899	434875748
573591691	528780506
573885593	478842944
573961246	603364460
574149034	395393756
574344880	578598944
574625261	567957524
574777468	368743100
574956767	726879200
575216377	599896472
575292518	686751170
575340739	380785694
575526941	309359012
575932586	363305354
576115958	681399698
576145600	635475506
576289339	638777894
576835469	455598896
576843560	751329644
576951529	649051592
577412171	328669646
577418410	345759782
577465709	314508866
577547531	677749136
577639063	340173716
577663781	306197402
577709521	294306260
577846913	630409676
577847015	742901846
578064067	398231024
578388748	732202880
578538872	666911264
578813695	464319446
578814940	759540038
579459131	424574024
579518066	425053094
579558673	680547848
579596671	669533486
579741970	730210406
580009996	558994892
580523554	373729208
580690562	500901980
580839479	611770028
581041546	781861514
581044312	606470792
581220052	553560584
581282362	683437280
581349782	457213838
581590004	418387352
582497683	366959804
582707606	461868098
582787444	410202770
582809060	508815068
583015051	565765160
583195124	450044744
583649266	639755438
583823833	329347868
584007836	482205398
584014234	679547894
584034095	430940552
584241599	439937888
584399402	403963628
584567233	615751124
584629798	606582338
584735036	702712130
585067672	528312506
585072608	765227192
585331153	652881110
585654518	504479120
585820241	371574104
586135777	343275458
586271714	671985824
586286050	335784344
586516198	659650604
587321147	418423262
587338411	360849524
587623868	734933462
587753909	626689148
587781547	568069358
587821937	498956684
588054839	761382050
588068447	391046180
588131710	694298282
588454448	378361148
588515030	712922612
588598519	304290428
588640576	741466346
589205491	644588546
589506209	358140506
589675564	687468920
590365178	606468920
590530933	706972154
590571692	729565304
590651921	699606338
590697499	423848516
590834174	440014262
590985281	301762022
591229175	671725256
591242060	618629108
591363316	780118304
591498922	538645442
591518881	350713274
591636731	608616464
591858322	740225894
592246513	463345430
592298239	404334464
592642709	693610286
592715713	787738658
592997053	495770612
593121073	567430016
593137679	729575366
593347418	601630070
593547628	731241554
593588837	421022426
593838553	304890458
593993894	727709774
594096280	389482664
594113621	599645534
594546734	717015992
594797377	335751206
595115224	439841066
595524008	765267566
595680868	762324116
595799747	317364584
596460787	547636568
596605465	660977996
596714795	432050378
596846546	489132086
596861053	781958966
597056647	622812398
597553999	499006526
597617189	667968116
597699398	598457948
597804529	662338760
598000309	378993848
598302466	714399260
598405471	568683608
598542034	764688362
598910047	305859542
599121521	391296056
599206460	592463678
600203737	449717702
600304556	440270672
600764195	319163216
600807392	729544406
601059643	624202070
601650295	699591866
601661878	648481856
601997702	417436124
602672576	706608950
603359260	684543452
603619531	708347858
603911008	623103278
603926648	542376230
603944797	317010776
604042153	525587342
604202005	614650208
604208743	443903792
604225501	424403186
604476047	711300110
604876580	644722736
604947046	561730118
605277874	397342382
605342639	405725810
605510809	380208992
605633962	634155728
605745346	788458784
605912389	782302046
606460406	502973924
606467923	382843670
606523904	511683026
606644021	586357628
607051205	362063876
607808240	653106146
607944089	559692536
608000572	697467110
608228330	754767032
608745080	454578530
608880334	396982148
608886343	774374270
608952445	520384226
609082429	319153010
609187411	476346956
609199508	561766478
609358637	365080622
609469034	705834662
609614612	622583906
609686137	522785948
609971248	583903688
610144675	435582824
610415429	531451634
610419814	582320156
610765312	315901166
611165488	718430684
611192135	360991454
611275241	705924698
611408366	703792004
611699183	363422372
611850188	673443716
611917639	785805026
612044494	339484604
612223390	543678278
612328852	496313294
612652199	403496348
612976481	354425540
613029568	720656366
613102382	572200376
613121194	583349360
613218011	771807812
613270258	420018134
613621256	511944692
613795268	758883578
613899812	372388658
614037110	696754256
614049497	476504888
614066819	317993414
614160316	743899532
614296996	499434188
614669033	729420782
614890372	747585446
614939003	689644328
615252629	479261678
615314411	793368212
615483434	769813016
615544858	328017632
615617320	577242464
615657739	439928600
615835732	775848056
615889576	460481162
615980479	448986938
616062350	654803366
616588570	646624832
616805437	664831022
617183852	529159622
617287622	396236336
617324885	617324900
617391817	798284678
617406031	615853616
617725424	464352674
618091978	665216942
618168154	429695006
618213401	589686872
618288382	552608636
618383131	441609152
618538172	710154932
618936496	401644508
619003372	789394946
619066207	644904986
619310509	494053826
619406227	583012274
619850504	741626114
619957390	489888248
620265866	626026460
620705263	786008246
620850676	417791138
620891227	462618734
621063052	491373734
621176452	442735844
621530353	471932528
621592810	598866350
621697180	673134008
621936263	778887266
622115870	759369074
622325779	780120086
622502285	643748306
622597558	481872164
622680637	397818680
623304698	356545598
623453470	600097478
623755436	506743556
623773130	318904700
623995715	577698728
624261818	328462934
624359689	558299408
624827368	454101152
624923411	633591266
624951169	761769068
625025444	333559544
625284682	723401960
625286915	576520214
625667137	644092322
625885349	643747406
626052767	447783278
626057990	772396322
626204602	598788302
626503189	420705338
626575268	802492718
626660663	313635974
627344060	358628864
627605534	637135358
628235009	713592500
628267087	784928786
628620557	757584950
628707967	798486638
628804499	676646744
628856296	779207126
628945148	779558594
629054414	713079140
629188061	519748466
629306498	730445018
629326112	698158562
629369528	592005146
629466004	720111668
629565389	355956332
629626612	583161008
629752811	396344840
629945753	632637968
630052078	696344486
630365309	429129212
630672631	426065432
630854402	748424876
630921812	520340594
631193356	429788516
631443880	552765128
631644758	744986858
631761235	554899424
631921883	780902492
631990063	752522324
632061071	801176198
632174252	545061254
632294123	697071722
632370068	438746882
632413517	742004690
632446775	456253844
632491927	341767112
632553704	608559818
632723884	629771720
632888696	644490248
633037360	466244258
633305681	666216176
633392189	446452808
633513094	424058036
633538040	324534470
633545977	484169558
633592226	768644780
633995431	749361596
634088323	617082404
634242877	493146932
634623514	589095050
634725379	612871232
635254003	319791884
635405000	353598620
635503334	428843372
635573236	616322930
636115493	694537250
636409595	524819516
636993709	379749596
637212325	476920580
637291225	352948406
637843127	683245724
637888031	702431186
638033600	532854626
638155546	776457536
638158960	725078120
638338967	662625122
638448595	435003944
638594909	738979934
639203627	615924464
639393833	530701322
639474584	738606488
639547010	533858540
639749857	392550044
639841417	342056732
639932719	585946904
640185925	417152984
640193500	484615166
640245977	490266536
640285745	536185094
640628650	685810832
640723391	554222516
640995017	570853004
641037524	674983742
641174837	788435258
641217467	808718630
641296730	710281418
641298211	594163364
641419771	801476852
641621873	610662668
641634574	602637206
641646641	418781228
641888513	619280654
642127522	377440214
642170866	585802274
642381520	393235466
642471257	566769020
642707852	335338574
642838378	533188850
643119545	470515676
643391714	768711560
643756331	596195906
643999612	608719856
644144686	344143346
644562812	655620494
644600944	334427342
644652583	475280528
644855791	780617948
644933057	576617432
645103952	433025564
645157786	672055718
645580207	373216082
646121638	693347990
646392550	532739786
646539077	511271654
646587466	378996584
646606181	380974874
646741732	599058896
647008397	741823232
647051521	556172672
647094661	439271726
647396221	356655110
647487101	513838400
647762095	581364068
647824630	513969638
647919662	815737874
648260407	429396206
648286877	798185750
648427336	717163124
648560473	641472278
648607618	652285436
648838849	718589462
649548800	668603588
649550264	621744026
649809430	809694428
650379286	746436596
650414324	375437804
651169217	484250414
651462014	612101552
651606581	647428316
651682780	428769986
651785459	655717442
652218590	746519918
653209556	435375320
653294000	788634824
653679626	779545112
653731330	635663840
653829056	704467058
654060332	652648424
654596090	367730618
654636326	650560280
654773821	790142738
655193005	725868644
655391332	795101774
655460234	545724338
655493428	788702144
655644878	462697880
655748815	411188378
655931096	439211174
655951190	451454882
656188016	633123248
656511631	589583246
656567984	755295440
656906956	429822572
656987332	371374628
657006304	709656206
657114182	369551786
657389660	473297810
657495389	807857060
657604481	372952382
657751295	817171898
658075774	435172370
658079711	462930566
658359851	782852324
658367768	637092446
658396867	583885634
658640669	569430068
658642069	624349724
658664836	768411806
